# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.288828,0.001826,57.288828,0.001826,57.288828,0.001826
60,60.490463,0.016076,59.877384,0.003081,56.471390,0.001425
110,63.079019,0.022946,62.261580,0.007133,60.422343,0.004084
160,66.008174,0.013733,61.852861,0.009009,61.716621,0.015978
210,64.168937,0.018885,62.874659,0.013040,63.555858,0.018627
260,62.874659,0.020121,63.215259,0.016903,64.509537,0.017640
310,64.100817,0.017412,64.237057,0.018394,64.850136,0.014038
360,63.964578,0.020076,65.940054,0.019251,64.509537,0.015950
410,65.054496,0.015682,66.416894,0.018988,65.531335,0.016687
460,65.122616,0.017086,66.689373,0.019822,65.395095,0.014481
