# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,50.408719,0.000324,50.408719,0.000324,50.408719,0.000324
60,59.604905,0.006959,62.193460,0.018967,56.471390,0.001425
110,59.468665,0.010396,60.013624,0.007794,60.422343,0.004084
160,62.806540,0.013943,61.307902,0.015323,61.716621,0.015978
210,64.305177,0.015788,62.738420,0.010885,63.555858,0.018627
260,64.373297,0.019842,63.623978,0.014195,64.509537,0.017640
310,65.395095,0.015617,64.168937,0.013773,64.986376,0.014425
360,67.098093,0.020332,64.441417,0.015661,64.986376,0.016165
410,66.280654,0.020248,63.692098,0.018225,65.190736,0.016274
460,65.667575,0.018513,63.964578,0.018380,65.531335,0.014782
