# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,53.405995,0.003125,53.405995,0.003125,53.405995,0.003125
60,59.741144,0.008258,63.215259,0.012781,56.471390,0.001425
110,61.307902,0.006755,64.713896,0.013728,60.422343,0.004084
160,60.762943,0.009615,64.100817,0.011626,61.852861,0.016999
210,62.738420,0.018218,65.871935,0.016609,63.964578,0.019457
260,65.940054,0.018243,66.348774,0.023996,64.577657,0.018142
310,64.032698,0.016214,65.667575,0.027478,64.577657,0.015080
360,64.918256,0.012599,67.506812,0.023638,65.122616,0.017755
410,65.463215,0.013520,66.621253,0.021852,65.054496,0.016274
460,65.122616,0.012339,67.506812,0.021344,65.326975,0.014400
