# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,47.343324,0.003096,47.343324,0.003096,47.343324,0.003096
60,59.877384,0.003883,54.087193,0.013637,56.471390,0.001425
110,60.422343,0.006809,60.490463,0.012831,60.422343,0.004084
160,62.806540,0.009716,61.307902,0.017173,61.716621,0.015978
210,63.964578,0.012689,63.760218,0.012932,63.555858,0.018627
260,64.441417,0.015788,64.032698,0.015019,64.509537,0.017640
310,65.122616,0.013387,64.032698,0.015917,64.850136,0.014038
360,66.893733,0.017192,64.918256,0.015022,64.509537,0.015950
410,66.689373,0.015267,65.258856,0.012427,65.531335,0.016687
460,65.122616,0.014189,65.667575,0.011632,65.395095,0.014481
