# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,60.558583,0.007911,60.558583,0.007911,60.558583,0.007911
60,62.125341,0.014608,61.239782,0.009217,56.471390,0.001425
110,65.326975,0.016895,62.738420,0.013008,60.422343,0.004084
160,63.419619,0.017857,62.874659,0.014091,61.716621,0.015978
210,66.144414,0.018190,64.850136,0.014148,63.555858,0.018627
260,65.122616,0.015850,63.623978,0.012331,64.509537,0.017640
310,64.645777,0.014430,63.623978,0.013055,64.850136,0.014038
360,64.782016,0.017919,63.896458,0.013714,64.509537,0.015950
410,67.438692,0.020183,65.531335,0.012878,65.531335,0.016687
460,66.825613,0.018779,64.986376,0.014614,65.599455,0.014587
