# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,45.640327,0.000000,45.640327,0.000000,45.640327,0.000000
60,59.673025,0.010901,56.267030,0.003820,56.471390,0.001425
110,63.487738,0.013931,60.558583,0.010818,60.422343,0.004084
160,64.509537,0.014877,63.828338,0.014116,61.716621,0.015978
210,63.964578,0.016351,64.713896,0.011748,63.555858,0.018627
260,63.555858,0.013520,62.874659,0.014572,64.509537,0.017640
310,64.100817,0.017552,64.918256,0.017027,64.850136,0.014038
360,64.850136,0.017862,64.373297,0.019166,64.509537,0.015950
410,63.079019,0.016534,65.463215,0.017759,65.258856,0.017768
460,63.760218,0.020056,66.621253,0.017852,65.531335,0.016069
